Target,Text,Text_es
ham,Pls dont forget to study,"Por favor, no olvides estudiar."
ham,You'll never believe this but i have actually got off at taunton. Wow,"Nunca lo creerás, pero en realidad me he bajado en Taunton. Vaya."
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ","Solo los días de semana tienen precio especial... Haiz... No puedo comer ya... Cortar las uñas también tengo que esperar hasta que termine de conducir, el almuerzo todavía tengo que comer..."
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,Ella acaba de hacer una lista de razones por las que nadie está en la ciudad y no puedo decir si está siendo sarcástica o simplemente tonta.
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,"<DECIMAL> m, pero no es un coche común aquí, así que es mejor comprarlo en China o Asia. O si lo encuentro menos caro. Te avisaré."
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,La mayor prueba de coraje en la tierra es soportar la derrota sin perder el ánimo.
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,"LO SIENTO, AÚN ESTOY MAL DESPUÉS DE ANOCHE. ME FUI A LA CAMA A LAS 4:30 Y ME LEVANTÉ A LAS 6:30 PARA TRABAJAR."
ham,Hey so whats the plan this sat? ,"Hola, ¿cuál es el plan para este sábado?"
ham,Beauty sleep can help ur pimples too.,El sueño de belleza también puede ayudar a tus granos.
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,Genial. Espero que estés utilizando tus conexiones de hombres de moda también porque nunca se sabe por qué los viejos amigos pueden llevarte a hoy.
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,Natalja (25/F) te está invitando a ser su amigo. Responde YES-440 o NO-440. Véela en: www.SMS.ac/u/nat27081980 ¿PARAR? Envía STOP FRND al 62468.
ham,Where to get those?,¿Dónde conseguir esos?
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.","Más o menos. Acabo de perder el tren por un ataque de asma, el siguiente llega en media hora, así que voy en coche. No estoy seguro de dónde aparcar."
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),La pelota se está moviendo mucho. Girará al final :) así que es muy difícil batear :)
ham,Haiyoh... Maybe your hamster was jealous of million,Haiyoh... Tal vez tu hámster estaba celoso de un millón.
ham,Can you please send me my aunty's number,"¿Puedes enviarme el número de mi tía, por favor?"
ham,I'm glad. You are following your dreams.,Me alegra. Estás siguiendo tus sueños.
ham,I've reached home finally...,Finalmente he llegado a casa...
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !","URGENTE. Información importante para el usuario 02. ¡Hoy es tu día de suerte! Para descubrir por qué, accede a http://www.urawinner.com, ¡hay una fantástica sorpresa esperándote!"
spam,WINNER!! As a valued network customer you have been selected to receivea Ã¥Â£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,"¡GANADOR! Como cliente valioso de la red, ha sido seleccionado para recibir un premio de £900. Para reclamar, llame al 09061701461. Código de reclamación KL341. Válido solo por 12 horas."
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)","Cuando te lastima una persona que está cerca de ti, no luches con ella. Porque a veces esta pelea salva una relación, mientras que quedarse en silencio no deja nada en una relación. Buenas noches."
ham,U can call now...,Puedes llamar ahora...
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.","La ciencia dice que el chocolate se derretirá bajo la luz del sol. Por favor, no camines bajo la luz del sol. Porque no quiero perder a un dulce amigo."
ham,Yes. I come to nyc for audiitions and am trying to relocate.,Sí. Vengo a Nueva York para audiciones y estoy tratando de mudarme.
ham,I pocked you up there before,Te recogí allí antes.
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,"Felicidades. Eso es genial. Quería decirte que no me dijeras tu puntuación porque podría hacerme relajar. Pero me está motivando, así que gracias por compartir."
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),Nunca me importaría si no me extrañas o si no me necesitas. Pero realmente me herirás cuando me necesites y no me lo digas......... Cuídate :-)
ham,Hey mr whats the name of that bill brison book the one about language and words ,"Hola, señor, ¿cuál es el nombre de ese libro de Bill Bryson, el que trata sobre el lenguaje y las palabras?"
ham,"Okay, good, no problem, and thanx!","Está bien, bien, no hay problema, ¡y gracias!"
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.","Para tu información, IKEA se escribe en mayúsculas. Eso no es gritar. Cuando pensaste que te había dejado, estabas sentado en la cama entre el desorden cuando entré. Dije que íbamos a salir después de que llegaras a casa de clase. Por favor, no intentes engañarme. Me hace querer escucharte menos."
ham,Call me when u're done...,Llámame cuando termines...
ham,G.W.R,G.W.R
ham,You best watch what you say cause I get drunk as a motherfucker,Mejor cuida lo que dices porque me emborracho como un hijo de puta.
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,Kit Strip - se te ha cobrado 150p. Netcollex Ltd. Apartado de correos 1013 IG11 OJA
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,HMV BONO ESPECIAL 500 libras en vales genuinos de HMV para ganar. Solo responde 4 preguntas fáciles. ¡Juega ahora! Envía HMV al 86688 Más info: www.100percent-real.com
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you,"Por favor, LLAMA al 08712402578 inmediatamente, ya que hay un mensaje urgente esperando por ti."
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,thesmszone.com te permite enviar mensajes anónimos y enmascarados de forma gratuita. Estoy enviando este mensaje desde allí. ¿Ves el potencial de abuso?
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or Ã¥Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostÃ¥Â£1.50/pm, Max10mins","¡BIEN HECHO! Tu vacaciones de 4* en la Costa del Sol o £5000 están esperando ser recogidas. Llama al 09050090044 ahora para reclamar. SAE, TCs, PO Box 334, Stockport, SK3 8xh, Costo £1.50/pm, Máx. 10 minutos."
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,"Hérame... Bromea conmigo... Hazme llorar... Pero al final de mi vida, cuando muera, por favor, deja una rosa en mi tumba y di ESTÚPIDO, TE EXTRAÑO... QUE TENGAS UN BUEN DÍA BSLVYL."
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",Eh... Avenida Woodland en algún lugar. ¿Recibes la revista parroquial? Su número de teléfono estará allí.
ham,Are there TA jobs available? Let me know please cos i really need to start working,"¿Hay trabajos de asistente de enseñanza disponibles? Por favor, házmelo saber porque realmente necesito empezar a trabajar."
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,"Aiyar, es difícil escribir. Tú más tarde, cuando estés libre, dime y entonces yo llamaré y te regañaré y te diré."
ham,Yup i'm free...,"Sí, estoy libre..."
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?","Bien, bien, todos los amigos de Billy se han ido. ¡Acabo de salir a correr, otra vez! ¿Disfrutaste del concierto?"
ham,Yo come over carlos will be here soon,"Yo vendré, Carlos estará aquí pronto."
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,"¡Awww, eso es dulce! Podemos pensar en algo que hacer, jeje. ¡Que tengas un buen rato esta noche! Probablemente te textearé más tarde porque estoy solo :( xxx."
ham,I guess it is useless calling u 4 something important.,Supongo que es inútil llamarte por algo importante.
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,Ja ja - había bajado al baño cuando me saludaste. ¡Hola!
ham,He dint tell anything. He is angry on me that why you told to abi.,Él no dijo nada. Está enojado conmigo por qué le dijiste a Abi.
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,"¡Alguien que conoces ha pedido a nuestro servicio de citas que se ponga en contacto contigo! ¿No puedes adivinar quién? LLAMA AHORA al 09058091854, se revelará todo. APARTADO DE CORREOS 385 M6 6WU"
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,Resulta que hay dos formas de hacer lo que quieres. Ella puede venir y yo le conseguiré su seguro médico. Y podrá dar a luz y recibir atención básica. Actualmente estoy buscando el seguro médico adecuado para ella. Así que solo dame hasta el viernes por la mañana. Ese es el momento en que veré a la persona principal que puede guiarme hacia el seguro correcto.
ham,I keep ten rs in my shelf:) buy two egg.,Tengo diez rs en mi estante :) compra dos huevos.
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?","No me sentía bien, cariño, tengo las glándulas inflamadas en la garganta... ¿Qué terminaste haciendo?"
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,¿Son grandes tus cambios en el informe? Porque ya he hecho cambios en el informe anterior.
ham,Captain is in our room:),El capitán está en nuestra habitación :)
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.","No puedo hablar, porque el móvil tiene un problema. Puedo escucharte, pero tú no puedes escuchar mi voz. Así que te llamo más tarde."
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,"¡Hola Stu! ¿Qué estás haciendo? Estoy en muchos problemas en casa en este momento, ¡todos me odian, incluso tú! ¿Qué demonios he hecho ahora? ¿Por qué no me dices? Mándame un mensaje de vuelta, por favor. Con cariño, Dan."
ham,S...i will take mokka players only:),S... solo aceptaré jugadores de mokka :)
ham,Are you still playing with gautham?,¿Sigues jugando con Gautham?
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,"Hola, el Sr. y yo vamos a la vista al mar y a tener un par de juegos. ¡Avísame cuando termines!"
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;","K, Jason dice que va a estar por ahí, así que estaré allí alrededor de <#>."
ham,Sorry . I will be able to get to you. See you in the morning.,Lo siento. Podré llegar a ti. Nos vemos en la mañana.
ham,Aight well keep me informed,"Está bien, manténme informado."
ham,I am not having her number sir,"No tengo su número, señor."
ham,Am only searching for good dual sim mobile pa.,Solo estoy buscando un buen móvil de doble SIM.
ham,That seems unnecessarily hostile,Eso parece innecesariamente hostil.
ham,Dude got a haircut. Now its breezy up there,El tipo se cortó el cabello. Ahora hay una brisa allá arriba.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","¡Felicidades! 2 videófonos móviles 3G son tuyos. ¡Llama al 09061744553 ahora! Videochatea con tus amigos, juega juegos de Java, descarga música polifónica, alquiler en línea. bx420. ip4. 5we. 150pm."
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),1 manzana al día = ningún doctor. 1 hoja de tulsi al día = ningún cáncer. 1 limón al día = ninguna grasa. 1 taza de leche al día = ningún problema óseo. 3 litros de agua al día = ninguna enfermedad. Y esto es para quienes te importan.. :-)
